132.0, 170.0, 0.5
132.13824462890625, 170.2247314453125, 0.5
132.25054931640625, 170.47836303710938, 0.5
132.33245849609375, 170.7578582763672, 0.5
132.37979125976562, 171.05955505371094, 0.5
132.3887939453125, 171.37916564941406, 0.5
132.35626220703125, 171.71192932128906, 0.5
132.27960205078125, 172.05255126953125, 0.5
132.15682983398438, 172.39540100097656, 0.5
131.9866943359375, 172.73448181152344, 0.5
131.76873779296875, 173.06356811523438, 0.5
131.50323486328125, 173.37631225585938, 0.5
131.19125366210938, 173.66632080078125, 0.5
130.83477783203125, 173.92726135253906, 0.5
130.43649291992188, 174.1529541015625, 0.5
130.0, 174.33749389648438, 0.5
129.52960205078125, 174.475341796875, 0.5
129.03045654296875, 174.56143188476562, 0.5
128.50823974609375, 174.5912322998047, 0.5
127.9693603515625, 174.56088256835938, 0.5
127.42083740234375, 174.46725463867188, 0.5
126.87005615234375, 174.30801391601562, 0.5
126.32479858398438, 174.08172607421875, 0.5
125.79318237304688, 173.787841796875, 0.5
125.283447265625, 173.42678833007812, 0.5
124.8038330078125, 173.0, 0.5
124.3626708984375, 172.50990295410156, 0.5
123.96792602539062, 171.95994567871094, 0.5
123.62738037109375, 171.35455322265625, 0.5
123.34829711914062, 170.69912719726562, 0.5
123.13751220703125, 170.0, 0.5
123.00103759765625, 169.26438903808594, 0.5
122.94427490234375, 168.50027465820312, 0.5
122.9716796875, 167.71636962890625, 0.5
123.08673095703125, 166.92202758789062, 0.5
123.29190063476562, 166.12709045410156, 0.5
123.58853149414062, 165.34181213378906, 0.5
123.976806640625, 164.5767059326172, 0.5
124.4556884765625, 163.84243774414062, 0.5
125.02291870117188, 163.149658203125, 0.5
125.67498779296875, 162.50889587402344, 0.5
126.40713500976562, 161.93035888671875, 0.5
127.21340942382812, 161.42385864257812, 0.5
128.086669921875, 160.99859619140625, 0.5
129.01861572265625, 160.66310119628906, 0.5
129.99996948242188, 160.4250030517578, 0.5
131.02044677734375, 160.29098510742188, 0.5
132.06884765625, 160.26661682128906, 0.5
